id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	5	27	27	38	11	0	11	0	0
1	15	0	0	43	29	7	43	21	0
3	5	146	146	176	30	0	30	0	0
4	5	461	461	478	17	0	17	0	0
5	5	561	561	574	13	0	13	0	0
6	5	667	667	687	17	3	20	6	0
7	5	812	812	840	28	0	28	0	0
8	23	985	985	1142	84	73	157	146	0
9	5	1256	1256	1265	9	0	9	0	0
10	6	1467	1467	1511	24	20	44	40	0
11	9	2086	2086	2112	21	5	26	10	0
12	5	2288	2288	2292	4	0	4	0	0
13	15	2609	2609	2666	48	9	57	18	0
14	5	2966	2966	2969	3	0	3	0	0
15	5	3257	3257	3261	4	0	4	0	0
16	5	3384	3384	3428	44	0	44	0	0
17	3	3660	3660	3712	41	11	52	22	0
18	5	3894	3894	3896	2	0	2	0	0
19	5	4264	4264	4274	10	0	10	0	0
20	9	4288	4288	4327	38	1	39	2	0
21	24	4532	4532	4635	83	20	103	40	0
22	7	5012	5012	5083	51	20	71	40	0
23	3	5220	5220	5274	11	32	54	75	0
24	18	5234	5234	5289	45	1	55	11	0
25	5	5610	5610	5613	3	0	3	0	0
26	29	5690	5690	5813	114	9	123	18	0
27	5	5943	5943	5958	15	0	15	0	0
28	5	5965	5965	6002	37	0	37	0	0
29	5	5979	6002	6016	14	0	37	23	23
30	12	6697	6697	6734	36	1	37	2	0
31	4	6734	6734	6749	3	12	15	24	0
32	5	6985	6985	7010	25	0	25	0	0
33	5	7189	7189	7214	25	0	25	0	0
34	7	7663	7663	7698	22	13	35	26	0
35	5	7976	7976	7983	7	0	7	0	0
36	5	8222	8222	8223	1	0	1	0	0
37	14	8240	8240	8313	40	33	73	66	0
38	6	8532	8532	8584	42	10	52	20	0
39	15	9060	9060	9090	29	1	30	2	0
40	4	9505	9505	9509	3	1	4	2	0
41	21	9542	9542	9589	39	8	47	16	0
42	31	9697	9697	9770	71	2	73	4	0
43	6	9869	9869	9892	8	15	23	30	0
0	0	0	0	10017	8906	0	10017	1111	0
