id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	5	6	24	35	11	0	29	18	18
3	5	30	35	65	30	0	35	5	5
1	15	0	0	70	29	7	70	48	0
4	5	93	93	110	17	0	17	0	0
5	5	113	113	126	13	0	13	0	0
6	5	135	135	155	17	3	20	6	0
7	5	164	164	192	28	0	28	0	0
9	5	254	254	263	9	0	9	0	0
8	23	199	199	356	84	73	157	146	0
10	6	297	325	373	24	20	76	72	28
11	9	421	421	447	21	5	26	10	0
12	5	462	462	466	4	0	4	0	0
13	15	527	527	584	48	9	57	18	0
14	5	599	599	602	3	0	3	0	0
15	5	658	658	662	4	0	4	0	0
16	5	684	684	728	44	0	44	0	0
17	3	740	740	792	41	11	52	22	0
18	5	787	792	794	2	0	7	5	5
19	5	861	861	871	10	0	10	0	0
20	9	866	871	910	38	1	44	7	5
21	24	915	915	1022	83	20	107	44	0
22	7	1011	1011	1082	51	20	71	40	0
24	18	1056	1083	1129	45	1	73	29	27
23	3	1053	1082	1139	11	32	86	107	29
25	5	1132	1139	1142	3	0	10	7	7
27	5	1199	1201	1216	15	0	17	2	2
28	5	1204	1216	1253	37	0	49	12	12
29	5	1207	1253	1267	14	0	60	46	46
26	29	1148	1148	1328	114	9	180	75	0
30	12	1351	1351	1389	36	1	38	3	0
31	4	1359	1369	1390	3	12	31	40	10
32	5	1410	1410	1435	25	0	25	0	0
33	5	1451	1451	1476	25	0	25	0	0
34	7	1546	1546	1581	22	13	35	26	0
35	5	1609	1609	1616	7	0	7	0	0
36	5	1659	1659	1660	1	0	1	0	0
37	14	1663	1663	1736	40	33	73	66	0
38	6	1722	1722	1774	42	10	52	20	0
39	15	1828	1828	1858	29	1	30	2	0
40	4	1917	1917	1921	3	1	4	2	0
44	5	2014	2024	2059	35	0	45	10	10
45	5	2023	2059	2061	2	0	38	36	36
43	6	1991	2018	2076	8	15	85	92	27
46	9	2030	2061	2082	19	1	52	34	31
41	21	1925	1925	2085	39	8	160	129	0
42	31	1956	1961	2099	71	2	143	74	5
47	5	2160	2160	2169	9	0	9	0	0
48	11	2277	2277	2340	34	29	63	58	0
49	5	2337	2340	2357	17	0	20	3	3
50	6	2366	2366	2414	12	22	48	58	0
51	21	2367	2372	2426	48	2	59	13	5
52	3	2506	2506	2546	20	10	40	30	0
53	8	2517	2517	2551	14	11	34	31	0
54	10	2523	2546	2599	38	15	76	53	23
56	3	2765	2765	2782	10	7	17	14	0
58	5	2776	2790	2818	28	0	42	14	14
61	5	2828	2907	2920	13	0	92	79	79
63	5	2923	2926	2938	12	0	15	3	3
62	6	2876	2920	2960	7	1	84	78	44
64	7	2945	2951	3000	38	9	55	26	6
66	5	2997	3000	3003	3	0	6	3	3
55	9	2704	2704	3033	54	84	329	359	0
57	10	2768	2768	3105	32	42	337	347	0
65	12	2964	2965	3118	37	65	154	182	1
59	22	2793	2818	3130	50	4	337	291	25
69	5	3166	3167	3169	2	0	3	1	1
70	5	3167	3169	3190	21	0	23	2	2
68	10	3149	3152	3240	56	22	91	57	3
71	7	3176	3190	3270	18	14	94	90	14
67	16	3039	3052	3278	59	12	239	192	13
73	5	3272	3278	3288	10	0	16	6	6
72	13	3226	3240	3295	28	11	69	52	14
60	22	2801	2856	3306	77	21	505	449	55
77	5	3376	3387	3404	17	0	28	11	11
74	14	3333	3333	3406	25	33	73	81	0
75	15	3336	3356	3427	46	4	91	49	20
76	6	3344	3381	3447	26	29	103	106	37
79	5	3572	3573	3591	18	0	19	1	1
78	11	3508	3508	3639	32	80	131	179	0
81	5	3673	3673	3674	1	0	1	0	0
82	5	3734	3737	3746	9	0	12	3	3
80	12	3605	3605	3758	57	96	153	192	0
84	5	3843	3847	3906	59	0	63	4	4
83	13	3769	3769	3914	39	69	145	175	0
85	7	3917	3917	3934	11	6	17	12	0
87	9	4010	4013	4083	50	7	73	30	3
86	16	3971	3971	4111	76	43	140	107	0
88	5	4133	4133	4135	2	0	2	0	0
89	5	4163	4163	4190	27	0	27	0	0
90	15	4229	4229	4295	40	26	66	52	0
91	5	4352	4352	4353	1	0	1	0	0
92	5	4374	4374	4391	17	0	17	0	0
94	5	4466	4466	4510	44	0	44	0	0
95	5	4497	4510	4514	4	0	17	13	13
93	4	4455	4455	4554	27	31	99	103	0
96	6	4530	4530	4556	8	9	26	27	0
97	5	4620	4620	4639	19	0	19	0	0
98	5	4626	4639	4645	6	0	19	13	13
99	7	4765	4765	4806	38	3	41	6	0
100	5	4868	4868	4869	1	0	1	0	0
0	0	0	0	4869	2165	0	4869	2704	0
