id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	79	79	130	42	0	51	9	0
3	0	109	109	237	65	28	128	91	0
1	0	0	0	254	140	61	254	175	0
5	0	811	811	822	11	0	11	0	0
6	0	860	860	868	8	0	8	0	0
4	0	691	691	993	234	24	302	92	0
8	0	1052	1052	1053	1	0	1	0	0
7	0	947	947	1080	107	8	133	34	0
10	0	1642	1642	1663	17	4	21	8	0
9	0	1510	1510	1779	123	126	269	272	0
12	0	1811	1811	1849	25	13	38	26	0
11	0	1756	1756	2129	222	1	373	152	0
13	0	1878	1878	2262	229	31	384	186	0
14	0	2212	2212	2324	80	12	112	44	0
16	0	2416	2416	2596	81	39	180	138	0
18	0	2794	2814	2824	10	0	30	20	20
20	0	2980	3020	3114	34	0	134	100	40
21	0	3198	3229	3479	62	0	281	219	31
19	0	2875	2875	3499	173	8	624	459	0
23	0	3515	3537	3640	23	0	125	102	22
17	0	2786	2786	3695	241	3	909	671	0
24	0	3517	3577	3784	68	1	267	200	60
15	0	2329	2329	3795	596	76	1466	946	0
22	0	3229	3289	3801	150	4	572	426	60
25	0	3805	3805	3955	101	49	150	98	0
26	0	4022	4022	4051	28	1	29	2	0
27	0	4060	4060	4099	39	0	39	0	0
28	0	4492	4492	4514	22	0	22	0	0
29	0	4606	4606	4622	16	0	16	0	0
30	0	4848	4848	4905	34	12	57	35	0
33	0	4912	4922	5043	32	8	131	107	10
34	0	4922	4934	5067	42	0	145	103	12
35	0	5060	5074	5132	18	0	72	54	14
32	0	4891	4905	5136	62	15	245	198	14
36	0	5136	5136	5353	82	32	217	167	0
31	0	4880	4880	5511	252	32	631	411	0
38	0	5411	5431	5564	63	20	153	110	20
37	0	5312	5332	5660	150	57	348	255	20
39	0	5841	5841	5897	49	7	56	14	0
40	0	6096	6096	6146	28	22	50	44	0
41	0	6625	6625	6829	145	19	204	78	0
42	0	6693	6693	6869	86	68	176	158	0
43	0	6973	6973	7056	58	25	83	50	0
45	0	7166	7166	7207	21	0	41	20	0
46	0	7262	7262	7570	59	67	308	316	0
44	0	7165	7165	7587	150	12	422	284	0
48	0	7289	7318	7669	83	14	380	311	29
47	0	7264	7284	7859	137	15	595	473	20
50	0	7510	7572	8054	118	16	544	442	62
54	0	8075	8107	8114	7	0	39	32	32
51	0	7691	7697	8126	64	38	435	409	6
49	0	7352	7379	8256	233	38	904	709	27
53	0	7943	7981	8358	130	3	415	288	38
52	0	7756	7810	8435	199	40	679	520	54
55	0	8297	8317	8449	55	0	152	97	20
56	0	8332	8358	8454	19	10	122	113	26
58	0	8541	8541	8551	10	0	10	0	0
57	0	8439	8449	8594	72	63	155	146	10
59	0	8739	8739	8834	55	0	95	40	0
60	0	8758	8758	8884	83	7	126	50	0
62	0	9050	9050	9149	56	3	99	46	0
63	0	9243	9243	9316	40	13	73	46	0
61	0	9024	9024	9354	229	5	330	106	0
64	0	9548	9548	9637	89	0	89	0	0
65	0	9723	9723	9777	54	0	54	0	0
66	0	9984	9984	9995	11	0	11	0	0
0	0	0	0	10035	4012	0	10035	6023	0
