id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	79	79	201	59	0	122	63	0
3	0	109	129	313	90	28	204	142	20
1	0	0	0	344	195	61	344	210	0
5	0	811	811	827	16	0	16	0	0
6	0	860	860	871	11	0	11	0	0
8	0	1052	1072	1073	1	0	21	20	20
4	0	691	691	1210	328	24	519	215	0
7	0	947	947	1220	149	8	273	132	0
10	0	1642	1642	1676	24	4	34	14	0
9	0	1510	1510	1869	173	126	359	312	0
12	0	1811	1831	1931	34	13	120	99	20
11	0	1756	1756	2512	311	1	756	446	0
14	0	2212	2215	2707	111	12	495	396	3
13	0	1878	1898	2779	319	31	901	613	20
18	0	2794	2834	2847	13	0	53	40	40
16	0	2416	2476	2887	112	39	471	398	60
20	0	2980	3020	3188	48	0	208	160	40
21	0	3198	3229	3564	87	0	366	279	31
23	0	3515	3564	3696	32	0	181	149	49
24	0	3517	3604	4109	94	1	592	499	87
19	0	2875	2907	4170	242	8	1295	1061	32
26	0	4022	4060	4292	38	1	270	233	38
27	0	4060	4149	4336	55	0	276	221	89
22	0	3229	3277	4390	209	4	1161	956	48
25	0	3805	3866	4487	142	49	682	589	61
28	0	4492	4508	4540	30	0	48	18	16
17	0	2786	2794	4564	336	3	1778	1445	8
29	0	4606	4606	4648	22	0	42	20	0
15	0	2329	2369	5021	834	76	2692	1934	40
30	0	4848	4848	5164	48	12	316	280	0
34	0	4922	4975	5182	58	0	260	202	53
33	0	4912	4962	5246	45	8	334	297	50
35	0	5060	5136	5252	26	0	192	166	76
32	0	4891	4912	5269	86	15	378	307	21
36	0	5136	5222	5673	114	32	537	455	86
38	0	5411	5443	5758	87	20	347	280	32
31	0	4880	4891	5959	352	32	1079	759	11
37	0	5312	5312	5964	209	57	652	500	0
39	0	5841	5841	5992	69	7	151	89	0
40	0	6096	6096	6156	38	22	60	44	0
41	0	6625	6625	6927	203	19	302	118	0
42	0	6693	6693	6958	120	68	265	213	0
43	0	6973	6973	7079	81	25	106	50	0
45	0	7166	7166	7216	30	0	50	20	0
46	0	7262	7262	7811	84	67	549	532	0
48	0	7289	7324	7885	115	14	596	495	35
44	0	7165	7165	8070	210	12	905	707	0
54	0	8075	8141	8151	10	0	76	66	66
51	0	7691	7776	8330	90	38	639	587	85
47	0	7264	7284	8503	190	15	1239	1064	20
56	0	8332	8414	8534	25	10	202	187	82
50	0	7510	7590	8549	164	16	1039	891	80
58	0	8541	8595	8609	14	0	68	54	54
55	0	8297	8354	8654	76	0	357	281	57
53	0	7943	8008	9050	181	3	1107	929	65
57	0	8439	8503	9122	100	63	683	646	64
59	0	8739	8798	9139	77	0	400	323	59
49	0	7352	7390	9166	323	38	1814	1529	38
62	0	9050	9139	9425	78	3	375	300	89
60	0	8758	8838	9442	117	7	684	574	80
52	0	7756	7857	9443	277	40	1687	1450	101
63	0	9243	9287	9463	55	13	220	178	44
64	0	9548	9548	9802	124	0	254	130	0
65	0	9723	9743	9898	76	0	175	99	20
61	0	9024	9090	9913	320	5	889	574	66
0	0	0	0	10000	1684	0	10000	8316	0
