id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	34	8	26	34	52	0
2	0	37	37	90	44	9	53	18	0
3	0	145	145	146	1	0	1	0	0
4	0	157	157	213	48	8	56	16	0
5	0	214	214	253	17	22	39	44	0
6	0	294	294	325	31	0	31	0	0
7	0	328	328	365	27	10	37	20	0
8	0	369	369	382	13	0	13	0	0
10	0	384	386	388	2	0	4	2	2
9	0	379	382	446	32	32	67	67	3
11	0	442	446	471	25	0	29	4	4
12	0	539	539	540	1	0	1	0	0
13	0	638	638	931	73	166	293	386	0
15	0	939	939	944	5	0	5	0	0
14	0	713	713	955	116	122	242	248	0
16	0	1012	1012	1035	23	0	23	0	0
18	0	1105	1106	1118	12	0	13	1	1
17	0	1068	1068	1207	95	39	139	83	0
19	0	1150	1207	1221	14	0	71	57	57
20	0	1235	1235	1306	59	12	71	24	0
21	0	1307	1307	1328	21	0	21	0	0
22	0	1322	1328	1329	1	0	7	6	6
23	0	1398	1398	1476	78	0	78	0	0
26	0	1595	1600	1639	39	0	44	5	5
27	0	1596	1639	1652	13	0	56	43	43
24	0	1513	1513	1660	78	27	147	96	0
25	0	1562	1590	1761	97	65	199	167	28
28	0	1801	1801	1827	26	0	26	0	0
29	0	1816	1827	1892	62	3	76	17	11
30	0	1914	1914	1946	19	13	32	26	0
32	0	1968	1973	1996	23	0	28	5	5
31	0	1966	1966	1998	9	15	32	38	0
33	0	2199	2199	2201	2	0	2	0	0
36	0	2253	2303	2307	4	0	54	50	50
37	0	2259	2307	2337	30	0	78	48	48
35	0	2221	2227	2338	49	3	117	71	6
34	0	2220	2220	2384	46	34	164	152	0
41	0	2372	2384	2416	32	0	44	12	12
38	0	2286	2338	2419	15	23	133	141	52
42	0	2384	2426	2441	15	0	57	42	42
43	0	2401	2441	2597	77	17	196	136	40
47	0	2495	2609	2610	1	0	115	114	114
40	0	2299	2363	2614	41	42	315	316	64
48	0	2524	2614	2641	27	0	117	90	90
45	0	2443	2511	2660	28	4	217	193	68
44	0	2425	2488	2684	47	34	259	246	63
39	0	2293	2350	2711	52	69	418	435	57
50	0	2570	2711	2718	7	0	148	141	141
46	0	2492	2597	2728	22	1	236	215	105
52	0	2662	2729	2733	4	0	71	67	67
49	0	2527	2641	2770	52	16	243	207	114
53	0	2674	2770	2793	23	0	119	96	96
54	0	2679	2793	2804	11	0	125	114	114
51	0	2640	2728	2810	7	12	170	175	88
55	0	2795	2810	2886	76	0	91	15	15
58	0	2892	2945	2969	24	0	77	53	53
59	0	2905	2969	3010	41	0	105	64	64
56	0	2801	2886	3076	69	30	275	236	85
57	0	2848	2889	3082	62	11	234	183	41
60	0	3119	3119	3166	25	11	47	33	0
61	0	3135	3135	3185	23	8	50	35	0
63	0	3193	3193	3211	18	0	18	0	0
62	0	3146	3166	3242	19	57	96	134	20
64	0	3258	3258	3280	15	7	22	14	0
65	0	3327	3327	3336	9	0	9	0	0
66	0	3394	3394	3402	8	0	8	0	0
67	0	3415	3415	3465	17	33	50	66	0
68	0	3500	3500	3615	43	29	115	101	0
69	0	3530	3533	3656	54	5	126	77	3
72	0	3607	3656	3672	16	0	65	49	49
70	0	3536	3543	3684	65	6	148	89	7
73	0	3656	3696	3698	2	0	42	40	40
71	0	3564	3615	3736	37	27	172	162	51
74	0	3740	3740	3789	36	13	49	26	0
75	0	3790	3790	3811	21	0	21	0	0
76	0	3794	3811	3838	17	10	44	37	17
77	0	3872	3872	3918	17	29	46	58	0
78	0	3881	3882	3931	36	7	50	21	1
80	0	3991	4002	4029	27	0	38	11	11
79	0	3971	3971	4073	48	11	102	65	0
83	0	4027	4073	4113	40	0	86	46	46
81	0	3994	4029	4120	8	8	126	126	35
84	0	4056	4120	4153	33	0	97	64	64
82	0	4013	4030	4155	28	2	142	116	17
86	0	4093	4160	4190	30	0	97	67	67
85	0	4071	4155	4213	25	17	142	134	84
87	0	4168	4190	4321	93	22	153	82	22
88	0	4244	4246	4326	17	13	82	78	2
92	0	4346	4408	4411	3	0	65	62	62
89	0	4272	4326	4426	61	2	154	95	54
93	0	4432	4437	4440	3	0	8	5	5
90	0	4320	4372	4473	65	20	153	108	52
91	0	4327	4403	4476	10	62	149	201	76
94	0	4533	4533	4535	2	0	2	0	0
95	0	4610	4610	4618	8	0	8	0	0
96	0	4722	4722	4734	12	0	12	0	0
97	0	4859	4859	4902	43	0	43	0	0
98	0	4940	4940	4967	17	10	27	20	0
100	0	4958	4958	4977	8	11	19	22	0
99	0	4943	4954	5023	4	65	80	141	11
0	0	0	0	5023	1984	0	5023	3039	0
