id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	34	8	26	34	52	0
2	0	182	182	235	44	9	53	18	0
3	0	719	719	720	1	0	1	0	0
4	0	779	779	835	48	8	56	16	0
5	0	1064	1064	1103	17	22	39	44	0
6	0	1463	1463	1494	31	0	31	0	0
7	0	1633	1633	1670	27	10	37	20	0
8	0	1834	1834	1847	13	0	13	0	0
10	0	1903	1920	1922	2	0	19	17	17
9	0	1880	1880	1944	32	32	64	64	0
11	0	2193	2193	2218	25	0	25	0	0
12	0	2676	2676	2677	1	0	1	0	0
13	0	3170	3170	3409	73	166	239	332	0
14	0	3543	3543	3781	116	122	238	244	0
15	0	4670	4670	4675	5	0	5	0	0
16	0	5035	5035	5058	23	0	23	0	0
17	0	5315	5315	5449	95	39	134	78	0
18	0	5500	5500	5512	12	0	12	0	0
19	0	5721	5721	5735	14	0	14	0	0
20	0	6144	6144	6215	59	12	71	24	0
21	0	6500	6500	6521	21	0	21	0	0
22	0	6572	6572	6573	1	0	1	0	0
23	0	6949	6949	7027	78	0	78	0	0
24	0	7522	7522	7627	78	27	105	54	0
25	0	7763	7763	7925	97	65	162	130	0
26	0	7925	7925	7964	39	0	39	0	0
27	0	7928	7964	7977	13	0	49	36	36
28	0	8950	8950	8976	26	0	26	0	0
29	0	9023	9023	9088	62	3	65	6	0
30	0	9509	9509	9541	19	13	32	26	0
32	0	9778	9778	9801	23	0	23	0	0
31	0	9768	9768	9803	9	15	35	41	0
0	0	0	0	10932	9820	0	10932	1112	0
